N,bandwidth,r_frac_rayleigh,gain_loss_before_db,gain_loss_after_db,db_recovered
512,4000000000.0,0.02,13.380577096280488,0.0,13.380577096280488
512,4000000000.0,0.05,11.228371647177163,0.0,11.228371647177163
512,4000000000.0,0.1,11.183130357375147,0.0,11.183130357375147
